"Subject","Age","Gender","Ethnicity","Exercise","L_category","Active","L_history","L_duration","L_intensity","LI_1","LI_2","LI_3","LI_4","LI_5","LF_1","LF_2","LF_3","LF_4","LF_5","LM_1","LM_2","LM_3","LM_4","LM_5","Trail1Error","Trail2Error","Trail3Error","Trail4Error","Trail5Error","SumTrailError","Trail1RT","Trail2RT","Trail3RT","Trail4RT","Trail5RT","MeanTrailRT","Baseline_Correct_Go_RT","Calibration_Noncancelled_Go_RT","Calibration_Correct_Go_RT","Test_Correct_Go_RT","Test_Noncancelled_Go_RT","NCER_M","NCER","NCER_P","Go_RT_M","Go_RT","Go_RT_P","SSD_M","SSD","SSD_P","SSRT_M","SSRT","SSRT_P","SSRT_Mean"
"1159",19,2,4,1,"Socialize",1,5,5,2,2,2,2,3,2,2,3,2,2,2,2,2,2,4,1,0,2,1,0,0,3,68.0244,68.4762,58.5399,68.5603,60.0833,64.73682,386.377536,483.143322222222,617.242379166667,613.674408333333,495.001488235294,0.416666666666667,0.416666666666667,0.583333333333333,580.8199,580.8199,647.393,330,370,410,250.8199,210.8199,237.393,233.010933333333
"1160",18,2,5,0,"Read",1,5,4,1,4,5,4,4,3,2,2,1,1,1,2,4,3,2,4,4,4,8,14,5,35,63.4765,65.4546,73.1256,86.9851,60.8601,69.98038,282.805406,353.2722,382.747985416667,347.907012264151,320.30087,0.5,0.416666666666667,0.75,331.9103,315.3549,381.7041,50,90,130,281.9103,225.3549,251.7041,252.989766666667
"1161",20,2,3,1,"View",0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,17,4,30,1,67,80.5269,75.1323,63.4777,101.0083,51.9511,74.41926,361.224630434783,383.6001,487.736340425532,507.352656481481,419.357389473684,0.416666666666667,0.583333333333333,0.583333333333333,448.1704,481.3974,481.3974,170,210,250,278.1704,271.3974,231.3974,260.321733333333
"1162",18,2,2,1,"Write",1,5,5,3,3,2,2,3,4,4,4,5,4,4,3,4,5,4,2,5,1,8,3,2,19,47.0892,38.2088,46.6813,45.4511,40.8909,43.66426,271.301532608696,260.798142857143,336.429379166667,333.826792380952,300.12695,0.166666666666667,0.333333333333333,0.5,282.0961,298.7058,315.3567,0,0,40,282.0961,298.7058,275.3567,285.3862
"1163",18,2,8,1,"Draw",1,5,2,2,4,4,3,5,5,4,4,5,3,3,3,1,4,4,4,1,6,1,3,6,17,67.6158,92.9086,79.7398,60.5448,64.9416,73.15012,286.31995625,313.28475,363.402672340426,380.686111214953,340.273876923077,0.666666666666667,0.583333333333333,0.916666666666667,398.309,365.1575,514.5568,90,130,170,308.309,235.1575,NA,271.73325
"1164",20,2,2,1,"Listen (Music)",0,5,2,2,2,3,4,2,2,2,3,3,2,2,4,3,3,5,4,15,3,1,4,8,31,91.0921,59.0932,52.6728,54.7538,73.5835,66.23908,308.69451,327.207,432.5630375,461.346215740741,372.120473684211,0.333333333333333,0.583333333333333,0.666666666666667,414.9264,481.3674,497.9801,170,210,250,244.9264,271.3674,247.9801,254.757966666667
"1165",20,2,3,1,"Listen (Music)",0,5,3,2,2,4,4,3,4,3,3,2,2,2,4,4,4,4,2,3,6,0,1,1,11,57.7987,63.36,57.377,59.4132,62.6979,60.12936,315.711093877551,307.0654625,358.595952083333,357.332882407407,324.51154,0.416666666666667,0.583333333333333,0.666666666666667,332.0218,365.1775,381.7069,50,90,130,282.0218,275.1775,251.7069,269.6354
"1166",20,2,2,1,"Gym",1,5,3,3,2,2,3,2,4,4,2,2,2,2,4,2,2,2,3,40,33,23,18,17,131,130.2674,108.9023,103.5582,100.4383,84.9238,105.618,312.218547916667,346.680988888889,421.843366666667,761.7866,428.230506666667,0.333333333333333,0.333333333333333,0.583333333333333,448.0868,448.0868,547.6796,130,170,210,318.0868,278.0868,337.6796,311.2844
"1167",21,2,2,1,"Instrument (Music)",1,5,2,3,5,5,5,5,5,4,5,5,5,5,5,5,3,1,5,7,6,8,4,7,32,71.4128,52.6468,60.7923,61.9443,73.5467,64.06858,206.994268421053,315.333771428571,379.659341666667,373.584569444444,326.067888235294,0.5,0.166666666666667,0.75,348.5087,298.7338,398.4195,50,90,130,298.5087,208.7338,268.4195,258.554
"1168",22,2,3,1,"Listen (Music)",0,5,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3,3,1,1,0,4,0,2,7,51.2751,55.8569,77.2661,62.9742,60.9693,61.66832,290.473860416667,334.755333333333,480.329977083333,419.735748148148,327.096847058824,0.333333333333333,0.416666666666667,0.666666666666667,348.5335,381.7449,464.7226,130,170,210,218.5335,211.7449,254.7226,228.333666666667
"1169",18,2,4,1,"View",0,5,5,2,2,3,3,1,1,2,3,2,2,1,4,2,2,4,2,4,1,2,1,2,10,53.8599,37.8237,57.1487,55.2278,65.366,53.88522,350.57357,337.538211111111,453.005452083333,435.914704672897,349.557664705882,0.5,0.5,0.416666666666667,415.0772,415.0772,398.3334,130,170,210,285.0772,245.0772,188.3334,239.495933333333
"1170",20,2,2,1,"Instrument (Music)",1,5,2,3,4,4,3,3,5,3,5,5,5,4,2,4,3,1,3,6,4,0,4,3,17,66.1966,74.0836,74.5201,71.2455,64.048,70.01876,304.807579591837,298.708471428571,386.201733333333,426.439709259259,329.8327375,0.0833333333333333,0.25,0.333333333333333,298.7511,365.0343,365.129,50,90,130,NA,275.0343,235.129,255.08165
